Crude_Blend,API_Gravity,Inlet_BSW,Inlet_Salt_PTB,Target_Risk_Class
Arab Light,37.93,0.391,10.0,Low
Arab Light,33.18,0.579,10.0,Low
Arab Light,32.6,1.166,24.86,Low
Basrah Heavy,30.04,1.083,25.18,Low
Ural,29.26,1.075,29.87,Low
Ural,37.03,0.871,21.06,Medium
Ural,34.14,1.068,16.16,Low
Arab Light,39.53,0.45,14.16,Low
Arab Light,29.85,1.017,17.62,Low
Basrah Heavy,21.59,1.811,22.11,High
Ural,33.34,1.09,10.17,Low
Arab Light,33.52,1.204,11.74,Medium
Basrah Heavy,31.63,0.927,23.22,Low
Basrah Heavy,24.93,1.768,17.91,High
Bonny Light,42.67,0.601,11.58,Low
Arab Light,31.02,1.196,10.0,Low
Arab Light,37.02,0.765,10.0,Low
Arab Light,34.95,0.852,10.62,Low
Arab Light,31.64,0.916,22.74,Low
Arab Light,35.07,0.661,21.19,Low
Basrah Heavy,22.94,1.525,22.93,High
Arab Light,33.81,1.168,13.91,Low
Ural,33.83,0.73,28.54,Low
Basrah Heavy,29.51,1.24,16.88,Medium
Ural,31.55,1.068,32.35,Low
Basrah Heavy,28.6,2.48,32.51,Medium
Ural,36.9,1.031,26.16,Low
Arab Light,36.57,1.052,26.4,Low
Ural,33.96,1.364,10.0,Low
Arab Light,37.35,0.637,10.0,Low
Bonny Light,40.26,0.948,13.94,Low
Arab Light,34.98,0.976,11.61,Low
Ural,29.87,1.231,22.71,Medium
Ural,31.42,0.752,19.38,Low
Basrah Heavy,29.54,1.104,14.65,Low
Basrah Heavy,29.58,0.684,10.48,Medium
Arab Light,32.94,0.966,24.79,Low
Basrah Heavy,21.25,1.472,17.09,High
Arab Light,38.43,0.611,23.94,Low
Arab Light,35.76,0.538,14.69,Low
Arab Light,34.49,1.221,20.63,Low
Basrah Heavy,25.64,1.871,17.63,High
Ural,36.59,1.482,26.81,Low
Arab Light,34.76,1.676,15.18,Medium
Ural,29.12,1.371,25.87,Low
Basrah Heavy,25.34,2.203,31.45,High
Arab Light,34.7,1.031,21.95,Low
Basrah Heavy,28.61,1.146,22.66,Low
Ural,27.3,1.283,27.36,Medium
Basrah Heavy,25.08,1.946,28.37,High
Bonny Light,38.84,2.5,17.77,Medium
Basrah Heavy,25.78,2.274,30.16,High
Arab Light,33.91,1.081,12.01,Low
Basrah Heavy,21.81,2.091,16.92,High
Arab Light,32.73,1.26,12.6,Low
Arab Light,32.96,1.02,12.78,Low
Arab Light,31.84,1.465,25.84,Medium
Basrah Heavy,28.15,1.288,17.37,Medium
Basrah Heavy,20.42,1.301,27.31,Medium
Basrah Heavy,24.0,1.924,19.63,High
Bonny Light,44.45,0.394,10.0,Low
Arab Light,34.27,0.92,11.74,Low
Basrah Heavy,21.41,1.996,12.66,High
Bonny Light,43.32,0.545,13.22,Medium
Basrah Heavy,24.78,1.547,47.81,High
Arab Light,33.73,0.858,10.0,Low
Ural,31.63,0.887,21.9,Low
Bonny Light,39.32,0.591,21.7,Low
Ural,35.71,1.5,21.78,Medium
Arab Light,33.59,0.944,10.0,Low
Bonny Light,41.72,0.558,36.2,Low
Basrah Heavy,21.73,1.58,26.15,High
Bonny Light,43.14,0.347,27.07,Low
Ural,36.03,0.629,10.0,Medium
Bonny Light,40.99,0.558,10.0,Low
Basrah Heavy,22.17,1.454,12.26,High
Basrah Heavy,23.85,2.5,38.36,High
Ural,33.92,0.954,10.0,Low
Arab Light,34.48,0.94,15.37,Low
Arab Light,38.09,0.68,12.38,Low
Bonny Light,42.62,0.495,10.0,Low
Arab Light,33.47,1.718,28.13,Low
Basrah Heavy,27.29,0.983,20.22,Medium
Arab Light,36.38,0.919,11.88,Low
Basrah Heavy,26.25,0.856,30.72,High
Basrah Heavy,24.0,2.494,17.98,High
Basrah Heavy,23.7,1.583,10.0,Medium
Ural,29.65,0.749,15.78,Low
Ural,28.86,0.841,10.0,Medium
Arab Light,37.29,1.031,16.44,Low
Arab Light,38.01,0.407,23.21,Low
Ural,30.13,1.359,11.24,Medium
Ural,34.17,0.839,25.1,Low
Bonny Light,38.46,0.654,10.0,Low
Arab Light,38.28,0.562,10.0,Low
Ural,32.28,0.785,27.26,Low
Arab Light,33.5,0.858,21.15,Low
Arab Light,34.85,1.138,12.03,Low
Bonny Light,40.34,0.524,15.29,Low
Arab Light,35.68,1.018,13.32,Low
Arab Light,29.53,1.168,15.41,Low
Basrah Heavy,28.84,1.63,20.43,Medium
Arab Light,34.99,1.067,21.49,Low
Arab Light,38.53,0.576,13.74,Low
Ural,27.12,1.021,15.54,Low
Arab Light,37.95,1.024,15.79,Low
Basrah Heavy,23.81,1.232,10.0,Low
Bonny Light,40.68,0.665,15.6,Low
Basrah Heavy,28.91,1.326,19.79,Medium
Bonny Light,38.17,0.611,10.0,Low
Basrah Heavy,23.17,1.951,26.72,High
Arab Light,31.74,1.824,27.15,Medium
Arab Light,33.05,1.303,21.55,Medium
Ural,32.81,1.111,25.71,Medium
Basrah Heavy,26.51,2.5,24.59,High
Bonny Light,43.52,0.21,10.0,Low
Arab Light,32.82,0.719,27.83,Low
Arab Light,35.15,0.775,10.0,Low
Arab Light,35.16,1.498,18.83,Medium
Basrah Heavy,23.45,2.31,14.85,High
Arab Light,30.17,0.675,10.0,Low
Basrah Heavy,28.88,1.127,14.75,Medium
Basrah Heavy,27.41,0.885,12.41,Low
Arab Light,31.48,1.131,16.03,Low
Arab Light,31.24,1.594,37.62,Medium
Basrah Heavy,28.67,1.867,12.83,Medium
Basrah Heavy,22.86,1.865,23.75,High
Basrah Heavy,22.47,1.485,19.71,Medium
Basrah Heavy,22.3,1.677,40.51,High
Arab Light,32.68,1.359,26.75,Medium
Basrah Heavy,21.98,2.5,25.51,High
Bonny Light,39.91,0.401,25.04,Low
Basrah Heavy,21.64,2.5,24.94,High
Basrah Heavy,24.92,1.706,30.47,Medium
Bonny Light,40.48,0.761,29.98,Low
Basrah Heavy,23.54,1.766,23.87,High
Arab Light,34.86,1.521,13.92,Low
Bonny Light,37.94,0.823,10.0,Low
Bonny Light,41.33,0.412,12.59,Low
Ural,34.66,1.105,25.09,Medium
Basrah Heavy,25.24,2.293,56.13,High
Arab Light,29.98,1.243,30.13,Medium
Bonny Light,42.87,0.202,10.0,Low
Bonny Light,44.52,0.301,10.0,Low
Basrah Heavy,23.42,1.72,21.58,High
Arab Light,33.86,0.979,32.89,Low
Basrah Heavy,23.73,1.381,41.21,High
Basrah Heavy,25.86,2.394,24.01,High
Ural,38.06,0.316,10.0,Low
Basrah Heavy,23.31,1.725,36.15,Medium
Basrah Heavy,23.59,1.715,35.29,High
Basrah Heavy,21.74,2.5,25.16,Medium
Arab Light,33.26,1.028,23.04,Low
Basrah Heavy,23.39,1.945,21.06,High
Arab Light,34.9,0.97,26.71,Low
Basrah Heavy,26.35,1.525,21.19,Medium
Bonny Light,42.89,0.773,12.32,Low
Basrah Heavy,27.68,0.942,23.26,Medium
Arab Light,34.09,0.776,15.42,Medium
Basrah Heavy,26.58,1.901,30.9,High
Basrah Heavy,28.79,1.443,13.65,Medium
Basrah Heavy,21.62,1.61,16.09,High
Basrah Heavy,24.04,1.583,20.99,Medium
Basrah Heavy,22.66,2.356,22.73,Medium
Arab Light,34.22,1.151,14.95,Low
Ural,30.05,0.965,15.99,Medium
Basrah Heavy,22.77,1.852,19.4,High
Arab Light,28.46,1.317,34.87,Low
Arab Light,36.11,1.003,11.44,Low
Basrah Heavy,20.34,1.662,21.42,High
Arab Light,39.02,0.435,11.14,Low
Basrah Heavy,22.88,2.147,27.28,High
Basrah Heavy,23.77,1.987,22.38,Medium
Arab Light,31.2,1.912,32.14,Medium
Bonny Light,38.99,0.421,20.55,Low
Bonny Light,38.67,0.67,10.0,Low
Bonny Light,40.71,0.513,22.29,Low
Arab Light,39.26,0.565,10.0,Low
Basrah Heavy,25.57,0.889,14.95,High
Basrah Heavy,26.64,1.003,16.76,Medium
Basrah Heavy,21.91,1.934,16.66,High
Basrah Heavy,28.88,1.102,12.89,Low
Basrah Heavy,29.68,0.945,10.0,Low
Arab Light,29.52,2.099,13.92,Medium
Basrah Heavy,30.99,2.5,30.14,Medium
Basrah Heavy,28.99,1.281,11.89,High
Ural,28.94,0.774,29.63,Low
Arab Light,36.66,0.937,12.85,Low
Bonny Light,39.93,0.292,17.04,Low
Basrah Heavy,23.74,1.024,22.69,Medium
Arab Light,37.53,0.878,11.02,Low
Basrah Heavy,24.85,0.968,13.28,Medium
Arab Light,29.22,1.164,14.84,Medium
Basrah Heavy,21.51,1.062,19.28,High
Basrah Heavy,27.03,1.46,48.18,High
Arab Light,37.39,1.139,19.53,Medium
Basrah Heavy,24.19,1.302,15.56,Medium
Basrah Heavy,30.87,1.178,20.57,Low
Bonny Light,40.73,0.417,10.0,Medium
Basrah Heavy,22.81,1.311,13.96,High
Arab Light,37.2,0.584,28.48,Low
Arab Light,34.24,1.278,17.18,Low
Basrah Heavy,25.2,0.944,10.78,Medium
Arab Light,36.19,0.753,10.0,Low
Basrah Heavy,24.38,1.848,23.3,High
Ural,30.23,1.687,14.58,Medium
Basrah Heavy,25.47,1.787,33.48,Medium
Basrah Heavy,30.22,1.197,24.1,Low
Basrah Heavy,22.25,1.424,16.26,High
Bonny Light,40.55,0.784,33.22,High
Ural,30.62,0.887,12.55,Low
Bonny Light,39.44,0.473,10.33,Low
Ural,36.93,1.282,13.85,Low
Ural,28.82,1.494,25.74,Medium
Arab Light,34.26,1.113,10.61,Low
Bonny Light,40.04,0.739,10.9,Low
Arab Light,35.7,0.848,10.93,Low
Arab Light,37.98,0.442,13.42,Low
Arab Light,35.55,0.968,10.0,Low
Arab Light,31.61,1.131,16.57,Medium
Basrah Heavy,22.79,1.261,29.23,High
Arab Light,39.95,0.413,10.0,Low
Basrah Heavy,24.61,1.561,26.84,High
Ural,36.17,0.527,20.18,Low
Arab Light,34.67,0.897,14.25,Medium
Ural,31.39,1.051,10.0,Medium
Arab Light,35.71,0.841,20.39,Medium
Ural,32.23,1.265,28.88,Medium
Basrah Heavy,24.9,1.949,40.48,High
Bonny Light,40.83,0.428,12.03,Low
Arab Light,31.77,1.53,10.7,Medium
Basrah Heavy,22.68,1.583,26.47,High
Basrah Heavy,25.8,2.5,18.71,Low
Basrah Heavy,23.94,1.327,22.92,High
Arab Light,35.8,0.495,18.92,Low
Ural,32.07,1.485,31.38,Low
Bonny Light,40.73,0.644,10.22,Low
Ural,38.56,1.057,10.84,Low
Arab Light,33.7,1.12,18.16,Low
Arab Light,36.34,1.896,15.28,Medium
Ural,32.93,0.987,13.73,Low
Ural,28.19,1.958,19.82,Medium
Basrah Heavy,28.72,1.101,26.02,Low
Bonny Light,38.85,0.802,28.82,Low
Arab Light,33.43,1.296,23.39,Low
Ural,32.66,1.434,27.39,Medium
Bonny Light,42.61,0.571,13.48,Low
Ural,32.61,0.346,10.87,Low
Basrah Heavy,21.04,1.772,13.31,High
Arab Light,30.75,0.976,19.03,Low
Basrah Heavy,20.01,1.648,28.46,High
Ural,30.69,1.084,15.29,Low
Basrah Heavy,23.94,2.294,25.6,High
Ural,29.97,1.335,10.0,High
Bonny Light,42.6,0.365,10.0,Low
Basrah Heavy,26.26,0.886,24.34,Medium
Arab Light,35.27,1.547,23.41,Medium
Arab Light,34.9,0.74,13.62,Low
Arab Light,35.56,0.846,10.0,Low
Basrah Heavy,21.51,2.5,25.27,High
Basrah Heavy,27.17,1.145,13.07,Medium
Arab Light,32.97,0.955,10.0,Low
Arab Light,34.76,1.016,18.89,Low
Arab Light,36.28,0.479,10.0,Low
Basrah Heavy,27.8,0.757,22.14,Low
Arab Light,37.83,0.626,12.71,Low
Arab Light,34.05,0.84,34.25,Low
Basrah Heavy,22.01,1.837,20.01,High
Ural,32.81,0.754,24.88,Medium
Basrah Heavy,24.45,1.858,36.09,High
Arab Light,33.64,0.474,10.0,Low
Bonny Light,43.15,0.391,10.1,Low
Arab Light,32.77,1.207,15.45,Low
Arab Light,33.92,1.112,13.22,Low
Basrah Heavy,21.64,1.678,26.99,Medium
Basrah Heavy,25.78,1.2,24.09,Medium
Basrah Heavy,21.42,1.674,17.25,Medium
Ural,35.86,1.335,14.4,Low
Ural,30.06,1.003,16.17,Low
Basrah Heavy,22.23,2.448,27.94,High
Basrah Heavy,21.93,2.5,18.85,High
Basrah Heavy,24.86,0.855,20.3,Low
Arab Light,35.77,0.834,10.0,Low
Arab Light,36.11,0.604,10.0,Low
Ural,29.94,0.736,15.21,Low
Bonny Light,39.68,0.821,19.87,High
Basrah Heavy,22.15,2.058,19.3,High
Ural,33.49,1.117,16.12,High
Arab Light,32.15,0.755,11.22,Low
Basrah Heavy,26.48,1.579,10.0,High
Bonny Light,40.93,0.343,10.0,Low
Basrah Heavy,26.94,1.477,13.59,Medium
Ural,34.67,0.748,13.82,Low
Ural,34.29,1.397,12.22,Medium
Bonny Light,42.26,0.403,10.0,Low
Arab Light,35.13,0.99,15.04,Low
Basrah Heavy,29.4,1.389,19.84,Medium
Ural,29.56,1.236,16.41,Low
Ural,34.66,0.979,26.2,Low
Arab Light,33.44,1.136,19.15,Medium
Ural,35.76,0.638,17.53,Low
Basrah Heavy,23.68,1.895,22.76,High
Arab Light,35.52,1.202,10.0,Low
Bonny Light,39.58,0.723,10.0,Low
Basrah Heavy,25.72,1.339,10.66,Medium
Arab Light,35.79,0.926,13.7,Low
Bonny Light,39.32,0.568,25.5,Low
Ural,31.12,1.122,18.66,Low
Bonny Light,40.57,0.373,18.23,High
Arab Light,34.42,1.554,14.77,Medium
Bonny Light,43.39,0.758,14.48,Low
Basrah Heavy,28.43,1.049,26.88,Low
Arab Light,38.09,0.954,23.39,Medium
Arab Light,37.11,1.311,14.71,Low
Ural,35.12,0.654,12.34,Low
Bonny Light,43.24,0.185,17.5,Low
Ural,32.28,1.863,18.68,Low
Arab Light,36.31,0.835,13.45,Low
Arab Light,30.99,0.982,10.0,Medium
Arab Light,36.84,0.818,21.2,Low
Arab Light,34.57,0.834,20.71,Low
Basrah Heavy,21.32,2.5,17.39,High
Arab Light,36.73,0.674,12.08,Low
Bonny Light,43.71,0.409,20.41,Low
Ural,29.92,1.96,16.87,Medium
Ural,36.78,1.268,20.71,Low
Arab Light,36.46,1.216,14.92,Low
Arab Light,30.63,1.035,25.45,Low
Basrah Heavy,23.27,1.585,10.0,High
Arab Light,37.6,0.353,10.0,Low
Arab Light,37.09,0.768,10.0,Low
Basrah Heavy,29.07,1.316,18.98,Medium
Basrah Heavy,25.93,1.947,24.36,High
Ural,29.16,2.428,17.39,Medium
Arab Light,28.21,1.739,25.7,Medium
Arab Light,35.99,1.249,23.39,Low
Basrah Heavy,23.16,1.669,22.1,Low
Arab Light,32.86,1.659,30.8,Medium
Arab Light,35.49,0.894,19.22,Low
Arab Light,32.58,1.605,18.0,Medium
Arab Light,30.83,1.575,33.45,Medium
Basrah Heavy,21.15,2.074,39.29,High
Bonny Light,41.44,0.297,12.38,Low
Basrah Heavy,24.55,2.331,21.09,High
Arab Light,38.17,0.821,23.52,Low
Basrah Heavy,22.32,2.216,17.79,High
Arab Light,37.64,0.84,10.0,High
Basrah Heavy,27.7,1.646,28.9,Medium
Bonny Light,45.0,0.445,10.0,Low
Arab Light,34.43,0.812,26.27,Low
Arab Light,34.27,1.141,11.59,Low
Basrah Heavy,26.0,1.141,15.23,Medium
Basrah Heavy,24.6,1.942,21.18,High
Arab Light,33.9,1.083,21.93,Low
Arab Light,34.63,0.758,18.98,Low
Arab Light,38.51,0.721,10.93,Medium
Bonny Light,44.04,0.282,13.63,Low
Ural,33.65,0.883,16.45,Low
Bonny Light,43.52,0.427,16.93,Low
Basrah Heavy,25.8,1.659,26.09,Medium
Ural,35.64,0.45,10.0,Low
Arab Light,32.41,1.238,29.74,Low
Arab Light,37.2,0.702,10.0,Low
Bonny Light,39.5,0.548,10.2,Low
Ural,31.14,0.788,18.18,Low
Bonny Light,41.52,0.497,11.41,Low
Ural,29.58,1.056,15.5,Low
Basrah Heavy,22.24,2.5,26.2,High
Ural,31.37,0.626,10.0,Low
Arab Light,34.6,0.676,23.8,Low
Bonny Light,37.36,0.537,11.18,Low
Ural,36.27,0.92,14.46,Low
Basrah Heavy,25.6,2.296,21.91,High
Basrah Heavy,23.47,1.979,28.97,High
Basrah Heavy,27.11,0.972,10.0,Medium
Arab Light,33.77,0.861,32.58,Low
Basrah Heavy,24.55,1.198,12.0,Low
Ural,30.84,1.419,18.54,Low
Arab Light,36.21,0.721,16.51,Medium
Ural,33.53,0.62,20.96,Low
Basrah Heavy,25.48,1.878,20.88,High
Arab Light,34.87,1.447,16.09,Low
Basrah Heavy,30.41,1.142,18.09,Low
Bonny Light,44.02,0.36,10.0,Low
Basrah Heavy,20.94,1.075,15.02,Medium
Basrah Heavy,20.41,0.902,28.53,Medium
Basrah Heavy,22.58,0.898,10.0,High
Ural,33.42,1.007,10.0,High
Basrah Heavy,21.29,1.615,16.14,High
Arab Light,34.01,1.193,10.0,Medium
Ural,31.21,1.086,21.17,Medium
Ural,29.88,1.765,18.66,Medium
Basrah Heavy,22.73,2.316,36.0,High
Basrah Heavy,20.97,1.625,19.43,High
Arab Light,36.86,0.565,10.0,Low
Basrah Heavy,22.18,0.891,23.0,Medium
Ural,35.24,1.497,14.57,Low
Arab Light,35.3,0.649,10.0,Low
Arab Light,36.96,0.472,13.93,Low
Basrah Heavy,27.97,1.435,14.93,Medium
Arab Light,35.91,0.513,14.94,Low
Basrah Heavy,22.28,1.815,29.14,High
Ural,37.31,0.688,14.9,Low
Basrah Heavy,26.64,2.012,19.87,Medium
Bonny Light,41.19,0.705,21.81,Low
Ural,33.08,1.537,14.37,Low
Basrah Heavy,29.74,1.352,22.18,Medium
Basrah Heavy,24.74,1.169,22.33,Medium
Basrah Heavy,20.3,1.295,18.63,Medium
Basrah Heavy,26.83,1.199,23.81,Medium
Basrah Heavy,22.47,2.5,30.15,High
Bonny Light,41.02,0.492,14.3,Low
Arab Light,37.1,0.833,20.75,Low
Basrah Heavy,23.55,2.5,29.73,High
Arab Light,34.37,1.052,23.74,Low
Basrah Heavy,30.38,0.937,26.76,Low
Bonny Light,43.46,0.492,15.06,Low
Basrah Heavy,22.22,1.497,26.54,Medium
Ural,34.31,1.069,16.76,Low
Ural,31.06,1.404,30.71,Medium
Basrah Heavy,25.23,1.301,20.8,High
Basrah Heavy,23.58,1.764,27.93,High
Arab Light,38.92,1.175,10.0,Low
Bonny Light,42.52,0.354,15.1,Low
Arab Light,33.05,1.659,22.31,Medium
Ural,26.98,1.167,21.84,Medium
Ural,28.14,2.5,33.75,High
Ural,35.98,0.637,19.13,Low
Arab Light,34.79,0.815,19.29,Medium
Arab Light,36.64,1.385,17.82,Low
Ural,32.19,1.896,38.58,Medium
Basrah Heavy,23.82,2.18,34.92,High
Bonny Light,39.63,0.428,10.35,Low
Basrah Heavy,22.53,1.77,21.33,High
Basrah Heavy,28.79,1.32,10.0,Medium
Ural,36.75,0.6,10.0,Low
Basrah Heavy,25.85,1.923,18.68,High
Basrah Heavy,26.82,1.101,15.96,Medium
Basrah Heavy,21.09,1.153,28.28,Medium
Arab Light,36.73,0.46,10.0,Low
Ural,36.65,1.486,13.28,Low
Basrah Heavy,20.0,1.573,25.09,High
Basrah Heavy,26.4,1.24,22.94,Medium
Arab Light,33.85,0.694,11.84,Low
Bonny Light,40.04,0.968,25.34,Low
Basrah Heavy,25.77,0.933,25.8,Medium
Bonny Light,36.2,0.554,10.0,Low
Bonny Light,43.25,0.352,15.31,Low
Basrah Heavy,21.64,1.763,10.03,High
Ural,33.11,1.313,17.81,Medium
Ural,28.31,1.065,38.83,High
Arab Light,33.52,1.745,26.78,Low
Arab Light,38.42,0.556,10.0,Low
Ural,27.43,0.988,21.36,Medium
Ural,32.93,0.716,10.0,Low
Ural,31.22,0.887,17.34,Medium
Bonny Light,43.79,0.239,10.0,Low
Arab Light,33.31,1.339,16.3,Low
Ural,32.78,0.749,23.34,Low
Bonny Light,44.56,0.296,26.25,Low
Basrah Heavy,26.82,1.008,18.35,Medium
Basrah Heavy,27.76,0.918,21.81,Medium
Arab Light,37.38,1.134,13.73,Low
Bonny Light,38.8,1.189,11.29,Low
Basrah Heavy,22.67,2.5,29.93,High
Ural,29.68,0.754,14.85,Low
Basrah Heavy,27.42,0.882,38.6,Medium
Arab Light,35.73,1.749,21.2,Low
Arab Light,38.4,0.644,11.65,Low
Basrah Heavy,28.62,0.822,18.98,Low
Bonny Light,42.23,0.671,10.0,Low
Basrah Heavy,23.89,1.671,16.54,Medium
Bonny Light,42.01,0.578,15.51,Low
Basrah Heavy,27.49,0.641,10.0,Medium
Bonny Light,43.37,0.345,14.24,Low
Arab Light,35.35,1.254,15.29,Low
Basrah Heavy,23.6,1.319,24.7,High
Basrah Heavy,26.68,2.24,37.63,High
Basrah Heavy,30.33,0.77,10.0,Low
Arab Light,36.26,0.809,12.91,Low
Ural,36.37,1.483,28.68,Low
Arab Light,35.82,0.581,14.63,Low
Arab Light,39.59,0.691,29.41,Low
Arab Light,32.09,1.36,21.62,Medium
Arab Light,38.68,0.709,24.8,Low
Ural,32.73,0.978,10.0,Low
Arab Light,37.44,0.563,10.0,Low
Ural,29.39,1.372,32.76,Medium
Bonny Light,42.11,0.451,10.0,Low
Arab Light,30.79,0.72,27.89,Low
Basrah Heavy,22.41,2.5,23.78,Medium
Basrah Heavy,22.83,1.236,10.0,Medium
Arab Light,37.54,0.464,10.31,Low
Basrah Heavy,29.19,1.05,10.0,Low
Bonny Light,41.95,0.349,15.49,Low
Arab Light,31.96,1.02,10.0,Low
Arab Light,35.05,0.595,32.41,Low
Ural,30.51,1.414,20.43,Low
Basrah Heavy,25.58,2.472,33.86,Low
Ural,31.67,1.178,24.39,Medium
Basrah Heavy,25.18,0.935,17.21,Medium
Arab Light,34.77,0.68,17.09,Low
Bonny Light,42.82,0.456,10.0,Low
Ural,31.14,0.587,19.34,Low
Bonny Light,44.36,0.21,26.68,Low
Arab Light,32.68,0.601,10.38,Low
Ural,35.92,0.899,23.27,Low
Arab Light,35.63,1.879,33.07,Medium
Arab Light,32.02,0.715,11.0,Low
Basrah Heavy,24.34,2.134,25.61,Medium
Basrah Heavy,22.54,1.411,19.28,Medium
Arab Light,33.93,0.624,11.81,Low
Basrah Heavy,27.07,2.47,23.69,High
Ural,30.78,2.5,28.91,Medium
Ural,31.18,1.347,17.61,Medium
Bonny Light,43.23,0.449,23.85,Low
Basrah Heavy,25.51,1.562,23.13,High
Bonny Light,39.57,0.598,10.0,Medium
Basrah Heavy,24.54,1.792,35.22,High
Arab Light,38.68,0.87,25.5,Low
Ural,29.53,2.276,25.49,Medium
Basrah Heavy,21.05,1.511,22.21,High
Basrah Heavy,22.15,1.823,34.89,High
Basrah Heavy,24.4,1.551,28.23,High
Arab Light,33.35,1.47,10.86,Medium
Ural,28.56,2.5,22.49,High
Basrah Heavy,29.7,1.826,19.66,Medium
Basrah Heavy,29.35,1.697,19.33,Medium
Arab Light,35.44,1.228,17.92,Medium
Basrah Heavy,24.04,2.5,32.01,High
Ural,33.46,2.375,27.41,Low
Bonny Light,39.52,0.351,20.82,Low
Ural,37.19,0.964,35.77,Low
Bonny Light,42.77,0.172,10.0,Medium
Arab Light,36.32,1.168,27.56,Low
Ural,33.97,1.198,20.11,Low
Basrah Heavy,21.67,1.465,21.86,High
Basrah Heavy,24.55,0.625,19.43,Medium
Ural,34.94,0.921,20.44,Low
Basrah Heavy,24.57,1.718,21.97,High
Bonny Light,36.66,0.798,10.1,Low
Ural,33.36,0.826,27.15,Medium
Bonny Light,37.24,0.569,13.71,Low
Basrah Heavy,26.88,1.415,21.03,High
Arab Light,37.69,0.566,40.39,Medium
Ural,29.79,1.666,31.68,Medium
Basrah Heavy,28.16,1.322,18.06,Medium
Arab Light,29.61,0.693,14.18,Medium
Ural,30.87,1.262,13.27,Low
Bonny Light,41.2,0.607,10.0,Low
Ural,31.88,1.975,23.47,Medium
Basrah Heavy,23.68,2.277,31.11,High
Arab Light,31.65,0.829,10.16,Low
Arab Light,30.95,1.945,31.49,High
Basrah Heavy,21.57,1.096,11.06,Medium
Arab Light,32.65,1.083,16.15,Low
Basrah Heavy,27.83,1.797,29.38,Medium
Basrah Heavy,25.99,2.496,47.0,High
Arab Light,34.6,1.835,36.74,Medium
Basrah Heavy,25.26,2.413,38.66,High
Arab Light,34.59,0.904,16.91,Medium
Basrah Heavy,20.67,2.252,34.53,High
Ural,35.54,0.96,14.53,Low
Basrah Heavy,24.55,1.241,24.14,Medium
Bonny Light,36.93,0.767,10.0,Low
Basrah Heavy,22.53,2.5,32.01,High
Arab Light,30.88,1.486,12.72,Low
Basrah Heavy,22.99,2.5,38.66,High
Basrah Heavy,22.13,1.195,25.37,Medium
Arab Light,34.69,0.824,30.27,Low
Ural,31.6,1.317,12.1,Low
Bonny Light,42.33,0.587,40.26,Low
Basrah Heavy,26.39,1.413,20.26,Medium
Basrah Heavy,21.18,2.39,38.66,High
Ural,34.65,1.246,28.42,Low
Arab Light,33.71,0.618,10.0,Low
Basrah Heavy,26.85,1.878,27.58,High
Ural,32.23,1.6,20.94,Medium
Arab Light,37.25,0.863,22.59,Low
Ural,28.73,0.695,10.0,Medium
Arab Light,31.61,1.033,10.77,Low
Arab Light,33.16,1.212,29.38,Low
Basrah Heavy,22.1,1.29,12.68,High
Ural,30.43,1.674,21.68,Low
Basrah Heavy,22.85,2.193,24.91,High
Ural,30.23,1.286,21.71,Medium
Ural,33.31,1.036,11.76,Low
Ural,31.95,1.195,30.32,Low
Basrah Heavy,28.46,1.338,22.32,High
Basrah Heavy,22.58,1.094,30.9,Medium
Arab Light,36.75,0.697,21.09,Low
Arab Light,34.13,1.003,18.96,Low
Bonny Light,41.25,0.858,10.0,Low
Arab Light,29.95,1.586,26.91,Medium
Bonny Light,42.6,0.729,19.6,Low
Basrah Heavy,24.48,0.975,29.72,Medium
Arab Light,30.83,1.049,18.64,Medium
Basrah Heavy,23.89,2.5,12.23,High
Ural,34.86,0.718,15.06,Low
Basrah Heavy,30.6,0.921,21.92,Low
Basrah Heavy,22.73,1.552,22.1,High
Ural,30.97,2.39,25.26,Medium
Arab Light,33.53,0.803,22.79,Low
Basrah Heavy,26.02,1.818,11.94,High
Basrah Heavy,21.7,2.033,25.96,Medium
Arab Light,36.65,0.416,10.0,Low
Basrah Heavy,22.43,1.716,16.0,Medium
Basrah Heavy,21.93,1.448,22.94,High
Arab Light,32.28,1.389,34.64,Medium
Basrah Heavy,22.36,2.5,23.27,High
Arab Light,28.97,1.159,23.37,High
Arab Light,34.55,0.843,19.24,Low
Basrah Heavy,21.62,2.5,21.26,High
Basrah Heavy,22.8,1.327,23.26,High
Basrah Heavy,20.0,1.176,16.11,Medium
Basrah Heavy,25.01,2.5,24.76,High
Basrah Heavy,29.01,1.282,14.73,Low
Bonny Light,40.52,0.628,42.06,Low
Ural,29.46,2.5,18.58,Medium
Arab Light,35.15,0.558,23.57,Low
Arab Light,39.2,0.61,12.15,Low
Arab Light,36.2,0.548,10.0,Low
Ural,33.29,1.159,15.46,Low
Basrah Heavy,25.65,1.252,30.07,Medium
Basrah Heavy,21.8,1.171,29.98,High
Basrah Heavy,24.1,2.092,19.34,Medium
Basrah Heavy,20.54,1.853,27.38,High
Basrah Heavy,21.27,1.161,21.01,High
Bonny Light,41.6,0.329,10.0,Low
Bonny Light,39.89,0.655,18.18,Low
Basrah Heavy,26.93,0.801,21.74,Medium
Arab Light,37.16,0.849,10.0,Low
Arab Light,34.94,1.479,10.49,Low
Arab Light,33.77,1.264,11.55,Low
Arab Light,33.72,0.807,12.32,Low
Basrah Heavy,22.24,1.913,22.84,Medium
Ural,35.01,0.594,21.03,Low
